id,split,clean_path,noisy_path
p226_057,train,data/voicebank_demand/train/clean/p226_057.wav,data/voicebank_demand/train/noisy/p226_057.wav
p226_058,train,data/voicebank_demand/train/clean/p226_058.wav,data/voicebank_demand/train/noisy/p226_058.wav
p226_059,train,data/voicebank_demand/train/clean/p226_059.wav,data/voicebank_demand/train/noisy/p226_059.wav
p226_060,train,data/voicebank_demand/train/clean/p226_060.wav,data/voicebank_demand/train/noisy/p226_060.wav
p226_061,train,data/voicebank_demand/train/clean/p226_061.wav,data/voicebank_demand/train/noisy/p226_061.wav
p226_062,train,data/voicebank_demand/train/clean/p226_062.wav,data/voicebank_demand/train/noisy/p226_062.wav
p226_063,train,data/voicebank_demand/train/clean/p226_063.wav,data/voicebank_demand/train/noisy/p226_063.wav
p226_064,train,data/voicebank_demand/train/clean/p226_064.wav,data/voicebank_demand/train/noisy/p226_064.wav
p226_065,train,data/voicebank_demand/train/clean/p226_065.wav,data/voicebank_demand/train/noisy/p226_065.wav
p226_066,train,data/voicebank_demand/train/clean/p226_066.wav,data/voicebank_demand/train/noisy/p226_066.wav
p226_067,train,data/voicebank_demand/train/clean/p226_067.wav,data/voicebank_demand/train/noisy/p226_067.wav
p226_068,train,data/voicebank_demand/train/clean/p226_068.wav,data/voicebank_demand/train/noisy/p226_068.wav
p226_069,train,data/voicebank_demand/train/clean/p226_069.wav,data/voicebank_demand/train/noisy/p226_069.wav
p226_070,train,data/voicebank_demand/train/clean/p226_070.wav,data/voicebank_demand/train/noisy/p226_070.wav
p226_071,train,data/voicebank_demand/train/clean/p226_071.wav,data/voicebank_demand/train/noisy/p226_071.wav
p226_072,train,data/voicebank_demand/train/clean/p226_072.wav,data/voicebank_demand/train/noisy/p226_072.wav
p226_073,train,data/voicebank_demand/train/clean/p226_073.wav,data/voicebank_demand/train/noisy/p226_073.wav
p226_074,train,data/voicebank_demand/train/clean/p226_074.wav,data/voicebank_demand/train/noisy/p226_074.wav
p226_075,train,data/voicebank_demand/train/clean/p226_075.wav,data/voicebank_demand/train/noisy/p226_075.wav
p226_076,train,data/voicebank_demand/train/clean/p226_076.wav,data/voicebank_demand/train/noisy/p226_076.wav
p226_077,train,data/voicebank_demand/train/clean/p226_077.wav,data/voicebank_demand/train/noisy/p226_077.wav
p226_078,train,data/voicebank_demand/train/clean/p226_078.wav,data/voicebank_demand/train/noisy/p226_078.wav
p226_079,train,data/voicebank_demand/train/clean/p226_079.wav,data/voicebank_demand/train/noisy/p226_079.wav
p226_080,train,data/voicebank_demand/train/clean/p226_080.wav,data/voicebank_demand/train/noisy/p226_080.wav
p226_082,train,data/voicebank_demand/train/clean/p226_082.wav,data/voicebank_demand/train/noisy/p226_082.wav
p226_083,train,data/voicebank_demand/train/clean/p226_083.wav,data/voicebank_demand/train/noisy/p226_083.wav
p226_084,train,data/voicebank_demand/train/clean/p226_084.wav,data/voicebank_demand/train/noisy/p226_084.wav
p226_085,train,data/voicebank_demand/train/clean/p226_085.wav,data/voicebank_demand/train/noisy/p226_085.wav
p226_086,train,data/voicebank_demand/train/clean/p226_086.wav,data/voicebank_demand/train/noisy/p226_086.wav
p226_088,train,data/voicebank_demand/train/clean/p226_088.wav,data/voicebank_demand/train/noisy/p226_088.wav
p226_089,train,data/voicebank_demand/train/clean/p226_089.wav,data/voicebank_demand/train/noisy/p226_089.wav
p226_090,train,data/voicebank_demand/train/clean/p226_090.wav,data/voicebank_demand/train/noisy/p226_090.wav
p226_091,train,data/voicebank_demand/train/clean/p226_091.wav,data/voicebank_demand/train/noisy/p226_091.wav
p226_092,train,data/voicebank_demand/train/clean/p226_092.wav,data/voicebank_demand/train/noisy/p226_092.wav
p226_093,train,data/voicebank_demand/train/clean/p226_093.wav,data/voicebank_demand/train/noisy/p226_093.wav
p226_094,train,data/voicebank_demand/train/clean/p226_094.wav,data/voicebank_demand/train/noisy/p226_094.wav
p226_095,train,data/voicebank_demand/train/clean/p226_095.wav,data/voicebank_demand/train/noisy/p226_095.wav
p226_096,train,data/voicebank_demand/train/clean/p226_096.wav,data/voicebank_demand/train/noisy/p226_096.wav
p226_097,train,data/voicebank_demand/train/clean/p226_097.wav,data/voicebank_demand/train/noisy/p226_097.wav
p226_098,train,data/voicebank_demand/train/clean/p226_098.wav,data/voicebank_demand/train/noisy/p226_098.wav
p226_099,train,data/voicebank_demand/train/clean/p226_099.wav,data/voicebank_demand/train/noisy/p226_099.wav
p226_100,train,data/voicebank_demand/train/clean/p226_100.wav,data/voicebank_demand/train/noisy/p226_100.wav
p226_101,train,data/voicebank_demand/train/clean/p226_101.wav,data/voicebank_demand/train/noisy/p226_101.wav
p226_102,train,data/voicebank_demand/train/clean/p226_102.wav,data/voicebank_demand/train/noisy/p226_102.wav
p226_103,train,data/voicebank_demand/train/clean/p226_103.wav,data/voicebank_demand/train/noisy/p226_103.wav
p226_104,train,data/voicebank_demand/train/clean/p226_104.wav,data/voicebank_demand/train/noisy/p226_104.wav
p226_105,train,data/voicebank_demand/train/clean/p226_105.wav,data/voicebank_demand/train/noisy/p226_105.wav
p226_106,train,data/voicebank_demand/train/clean/p226_106.wav,data/voicebank_demand/train/noisy/p226_106.wav
p226_107,train,data/voicebank_demand/train/clean/p226_107.wav,data/voicebank_demand/train/noisy/p226_107.wav
p226_108,train,data/voicebank_demand/train/clean/p226_108.wav,data/voicebank_demand/train/noisy/p226_108.wav
p226_109,train,data/voicebank_demand/train/clean/p226_109.wav,data/voicebank_demand/train/noisy/p226_109.wav
p226_110,train,data/voicebank_demand/train/clean/p226_110.wav,data/voicebank_demand/train/noisy/p226_110.wav
p226_111,train,data/voicebank_demand/train/clean/p226_111.wav,data/voicebank_demand/train/noisy/p226_111.wav
p226_112,train,data/voicebank_demand/train/clean/p226_112.wav,data/voicebank_demand/train/noisy/p226_112.wav
p226_113,train,data/voicebank_demand/train/clean/p226_113.wav,data/voicebank_demand/train/noisy/p226_113.wav
p226_114,train,data/voicebank_demand/train/clean/p226_114.wav,data/voicebank_demand/train/noisy/p226_114.wav
p226_115,train,data/voicebank_demand/train/clean/p226_115.wav,data/voicebank_demand/train/noisy/p226_115.wav
p226_116,train,data/voicebank_demand/train/clean/p226_116.wav,data/voicebank_demand/train/noisy/p226_116.wav
p226_117,train,data/voicebank_demand/train/clean/p226_117.wav,data/voicebank_demand/train/noisy/p226_117.wav
p226_118,train,data/voicebank_demand/train/clean/p226_118.wav,data/voicebank_demand/train/noisy/p226_118.wav
p226_119,train,data/voicebank_demand/train/clean/p226_119.wav,data/voicebank_demand/train/noisy/p226_119.wav
p226_120,train,data/voicebank_demand/train/clean/p226_120.wav,data/voicebank_demand/train/noisy/p226_120.wav
p226_121,train,data/voicebank_demand/train/clean/p226_121.wav,data/voicebank_demand/train/noisy/p226_121.wav
p226_122,train,data/voicebank_demand/train/clean/p226_122.wav,data/voicebank_demand/train/noisy/p226_122.wav
p226_124,train,data/voicebank_demand/train/clean/p226_124.wav,data/voicebank_demand/train/noisy/p226_124.wav
p226_125,train,data/voicebank_demand/train/clean/p226_125.wav,data/voicebank_demand/train/noisy/p226_125.wav
p226_126,train,data/voicebank_demand/train/clean/p226_126.wav,data/voicebank_demand/train/noisy/p226_126.wav
p226_127,train,data/voicebank_demand/train/clean/p226_127.wav,data/voicebank_demand/train/noisy/p226_127.wav
p226_128,train,data/voicebank_demand/train/clean/p226_128.wav,data/voicebank_demand/train/noisy/p226_128.wav
p226_129,train,data/voicebank_demand/train/clean/p226_129.wav,data/voicebank_demand/train/noisy/p226_129.wav
p226_130,train,data/voicebank_demand/train/clean/p226_130.wav,data/voicebank_demand/train/noisy/p226_130.wav
p226_131,train,data/voicebank_demand/train/clean/p226_131.wav,data/voicebank_demand/train/noisy/p226_131.wav
p226_132,train,data/voicebank_demand/train/clean/p226_132.wav,data/voicebank_demand/train/noisy/p226_132.wav
p226_133,train,data/voicebank_demand/train/clean/p226_133.wav,data/voicebank_demand/train/noisy/p226_133.wav
p226_134,train,data/voicebank_demand/train/clean/p226_134.wav,data/voicebank_demand/train/noisy/p226_134.wav
p226_135,train,data/voicebank_demand/train/clean/p226_135.wav,data/voicebank_demand/train/noisy/p226_135.wav
p226_136,train,data/voicebank_demand/train/clean/p226_136.wav,data/voicebank_demand/train/noisy/p226_136.wav
p226_137,train,data/voicebank_demand/train/clean/p226_137.wav,data/voicebank_demand/train/noisy/p226_137.wav
p226_138,train,data/voicebank_demand/train/clean/p226_138.wav,data/voicebank_demand/train/noisy/p226_138.wav
p226_139,train,data/voicebank_demand/train/clean/p226_139.wav,data/voicebank_demand/train/noisy/p226_139.wav
p226_140,train,data/voicebank_demand/train/clean/p226_140.wav,data/voicebank_demand/train/noisy/p226_140.wav
p226_141,train,data/voicebank_demand/train/clean/p226_141.wav,data/voicebank_demand/train/noisy/p226_141.wav
p226_142,train,data/voicebank_demand/train/clean/p226_142.wav,data/voicebank_demand/train/noisy/p226_142.wav
p226_143,train,data/voicebank_demand/train/clean/p226_143.wav,data/voicebank_demand/train/noisy/p226_143.wav
p226_144,train,data/voicebank_demand/train/clean/p226_144.wav,data/voicebank_demand/train/noisy/p226_144.wav
p226_145,train,data/voicebank_demand/train/clean/p226_145.wav,data/voicebank_demand/train/noisy/p226_145.wav
p226_146,train,data/voicebank_demand/train/clean/p226_146.wav,data/voicebank_demand/train/noisy/p226_146.wav
p226_148,train,data/voicebank_demand/train/clean/p226_148.wav,data/voicebank_demand/train/noisy/p226_148.wav
p226_149,train,data/voicebank_demand/train/clean/p226_149.wav,data/voicebank_demand/train/noisy/p226_149.wav
p226_150,train,data/voicebank_demand/train/clean/p226_150.wav,data/voicebank_demand/train/noisy/p226_150.wav
p226_151,train,data/voicebank_demand/train/clean/p226_151.wav,data/voicebank_demand/train/noisy/p226_151.wav
p226_152,train,data/voicebank_demand/train/clean/p226_152.wav,data/voicebank_demand/train/noisy/p226_152.wav
p226_153,train,data/voicebank_demand/train/clean/p226_153.wav,data/voicebank_demand/train/noisy/p226_153.wav
p226_154,train,data/voicebank_demand/train/clean/p226_154.wav,data/voicebank_demand/train/noisy/p226_154.wav
p226_155,train,data/voicebank_demand/train/clean/p226_155.wav,data/voicebank_demand/train/noisy/p226_155.wav
p226_156,train,data/voicebank_demand/train/clean/p226_156.wav,data/voicebank_demand/train/noisy/p226_156.wav
p226_157,train,data/voicebank_demand/train/clean/p226_157.wav,data/voicebank_demand/train/noisy/p226_157.wav
p226_158,train,data/voicebank_demand/train/clean/p226_158.wav,data/voicebank_demand/train/noisy/p226_158.wav
p226_159,train,data/voicebank_demand/train/clean/p226_159.wav,data/voicebank_demand/train/noisy/p226_159.wav
p226_160,train,data/voicebank_demand/train/clean/p226_160.wav,data/voicebank_demand/train/noisy/p226_160.wav
p226_161,train,data/voicebank_demand/train/clean/p226_161.wav,data/voicebank_demand/train/noisy/p226_161.wav
p226_162,train,data/voicebank_demand/train/clean/p226_162.wav,data/voicebank_demand/train/noisy/p226_162.wav
p226_163,train,data/voicebank_demand/train/clean/p226_163.wav,data/voicebank_demand/train/noisy/p226_163.wav
p226_164,train,data/voicebank_demand/train/clean/p226_164.wav,data/voicebank_demand/train/noisy/p226_164.wav
p226_165,train,data/voicebank_demand/train/clean/p226_165.wav,data/voicebank_demand/train/noisy/p226_165.wav
p226_166,train,data/voicebank_demand/train/clean/p226_166.wav,data/voicebank_demand/train/noisy/p226_166.wav
p226_167,train,data/voicebank_demand/train/clean/p226_167.wav,data/voicebank_demand/train/noisy/p226_167.wav
p226_168,train,data/voicebank_demand/train/clean/p226_168.wav,data/voicebank_demand/train/noisy/p226_168.wav
p226_169,train,data/voicebank_demand/train/clean/p226_169.wav,data/voicebank_demand/train/noisy/p226_169.wav
p226_171,train,data/voicebank_demand/train/clean/p226_171.wav,data/voicebank_demand/train/noisy/p226_171.wav
p226_172,train,data/voicebank_demand/train/clean/p226_172.wav,data/voicebank_demand/train/noisy/p226_172.wav
p226_173,train,data/voicebank_demand/train/clean/p226_173.wav,data/voicebank_demand/train/noisy/p226_173.wav
p226_174,train,data/voicebank_demand/train/clean/p226_174.wav,data/voicebank_demand/train/noisy/p226_174.wav
p226_175,train,data/voicebank_demand/train/clean/p226_175.wav,data/voicebank_demand/train/noisy/p226_175.wav
p226_176,train,data/voicebank_demand/train/clean/p226_176.wav,data/voicebank_demand/train/noisy/p226_176.wav
p226_177,train,data/voicebank_demand/train/clean/p226_177.wav,data/voicebank_demand/train/noisy/p226_177.wav
p226_178,train,data/voicebank_demand/train/clean/p226_178.wav,data/voicebank_demand/train/noisy/p226_178.wav
p226_179,train,data/voicebank_demand/train/clean/p226_179.wav,data/voicebank_demand/train/noisy/p226_179.wav
p226_180,train,data/voicebank_demand/train/clean/p226_180.wav,data/voicebank_demand/train/noisy/p226_180.wav
p226_181,train,data/voicebank_demand/train/clean/p226_181.wav,data/voicebank_demand/train/noisy/p226_181.wav
p226_183,train,data/voicebank_demand/train/clean/p226_183.wav,data/voicebank_demand/train/noisy/p226_183.wav
p226_184,train,data/voicebank_demand/train/clean/p226_184.wav,data/voicebank_demand/train/noisy/p226_184.wav
p226_185,train,data/voicebank_demand/train/clean/p226_185.wav,data/voicebank_demand/train/noisy/p226_185.wav
p226_186,train,data/voicebank_demand/train/clean/p226_186.wav,data/voicebank_demand/train/noisy/p226_186.wav
p226_187,train,data/voicebank_demand/train/clean/p226_187.wav,data/voicebank_demand/train/noisy/p226_187.wav
p226_188,train,data/voicebank_demand/train/clean/p226_188.wav,data/voicebank_demand/train/noisy/p226_188.wav
p226_190,train,data/voicebank_demand/train/clean/p226_190.wav,data/voicebank_demand/train/noisy/p226_190.wav
p226_191,train,data/voicebank_demand/train/clean/p226_191.wav,data/voicebank_demand/train/noisy/p226_191.wav
p226_192,train,data/voicebank_demand/train/clean/p226_192.wav,data/voicebank_demand/train/noisy/p226_192.wav
p226_193,train,data/voicebank_demand/train/clean/p226_193.wav,data/voicebank_demand/train/noisy/p226_193.wav
p226_194,train,data/voicebank_demand/train/clean/p226_194.wav,data/voicebank_demand/train/noisy/p226_194.wav
p226_195,train,data/voicebank_demand/train/clean/p226_195.wav,data/voicebank_demand/train/noisy/p226_195.wav
p226_197,train,data/voicebank_demand/train/clean/p226_197.wav,data/voicebank_demand/train/noisy/p226_197.wav
p226_198,train,data/voicebank_demand/train/clean/p226_198.wav,data/voicebank_demand/train/noisy/p226_198.wav
p226_199,train,data/voicebank_demand/train/clean/p226_199.wav,data/voicebank_demand/train/noisy/p226_199.wav
p226_200,train,data/voicebank_demand/train/clean/p226_200.wav,data/voicebank_demand/train/noisy/p226_200.wav
p226_201,train,data/voicebank_demand/train/clean/p226_201.wav,data/voicebank_demand/train/noisy/p226_201.wav
p226_202,train,data/voicebank_demand/train/clean/p226_202.wav,data/voicebank_demand/train/noisy/p226_202.wav
p226_203,train,data/voicebank_demand/train/clean/p226_203.wav,data/voicebank_demand/train/noisy/p226_203.wav
p226_204,train,data/voicebank_demand/train/clean/p226_204.wav,data/voicebank_demand/train/noisy/p226_204.wav
p226_205,train,data/voicebank_demand/train/clean/p226_205.wav,data/voicebank_demand/train/noisy/p226_205.wav
p226_206,train,data/voicebank_demand/train/clean/p226_206.wav,data/voicebank_demand/train/noisy/p226_206.wav
p226_207,train,data/voicebank_demand/train/clean/p226_207.wav,data/voicebank_demand/train/noisy/p226_207.wav
p226_208,train,data/voicebank_demand/train/clean/p226_208.wav,data/voicebank_demand/train/noisy/p226_208.wav
p226_209,train,data/voicebank_demand/train/clean/p226_209.wav,data/voicebank_demand/train/noisy/p226_209.wav
p226_210,train,data/voicebank_demand/train/clean/p226_210.wav,data/voicebank_demand/train/noisy/p226_210.wav
p226_211,train,data/voicebank_demand/train/clean/p226_211.wav,data/voicebank_demand/train/noisy/p226_211.wav
p226_212,train,data/voicebank_demand/train/clean/p226_212.wav,data/voicebank_demand/train/noisy/p226_212.wav
p226_213,train,data/voicebank_demand/train/clean/p226_213.wav,data/voicebank_demand/train/noisy/p226_213.wav
p226_214,train,data/voicebank_demand/train/clean/p226_214.wav,data/voicebank_demand/train/noisy/p226_214.wav
p226_215,train,data/voicebank_demand/train/clean/p226_215.wav,data/voicebank_demand/train/noisy/p226_215.wav
p226_216,train,data/voicebank_demand/train/clean/p226_216.wav,data/voicebank_demand/train/noisy/p226_216.wav
p226_217,train,data/voicebank_demand/train/clean/p226_217.wav,data/voicebank_demand/train/noisy/p226_217.wav
p226_218,train,data/voicebank_demand/train/clean/p226_218.wav,data/voicebank_demand/train/noisy/p226_218.wav
p226_219,train,data/voicebank_demand/train/clean/p226_219.wav,data/voicebank_demand/train/noisy/p226_219.wav
p226_220,train,data/voicebank_demand/train/clean/p226_220.wav,data/voicebank_demand/train/noisy/p226_220.wav
p226_221,train,data/voicebank_demand/train/clean/p226_221.wav,data/voicebank_demand/train/noisy/p226_221.wav
p226_223,train,data/voicebank_demand/train/clean/p226_223.wav,data/voicebank_demand/train/noisy/p226_223.wav
p226_224,train,data/voicebank_demand/train/clean/p226_224.wav,data/voicebank_demand/train/noisy/p226_224.wav
p226_225,train,data/voicebank_demand/train/clean/p226_225.wav,data/voicebank_demand/train/noisy/p226_225.wav
p226_226,train,data/voicebank_demand/train/clean/p226_226.wav,data/voicebank_demand/train/noisy/p226_226.wav
p226_227,train,data/voicebank_demand/train/clean/p226_227.wav,data/voicebank_demand/train/noisy/p226_227.wav
p226_228,train,data/voicebank_demand/train/clean/p226_228.wav,data/voicebank_demand/train/noisy/p226_228.wav
p226_229,train,data/voicebank_demand/train/clean/p226_229.wav,data/voicebank_demand/train/noisy/p226_229.wav
p226_230,train,data/voicebank_demand/train/clean/p226_230.wav,data/voicebank_demand/train/noisy/p226_230.wav
p226_231,train,data/voicebank_demand/train/clean/p226_231.wav,data/voicebank_demand/train/noisy/p226_231.wav
p226_232,train,data/voicebank_demand/train/clean/p226_232.wav,data/voicebank_demand/train/noisy/p226_232.wav
p226_233,train,data/voicebank_demand/train/clean/p226_233.wav,data/voicebank_demand/train/noisy/p226_233.wav
p226_234,train,data/voicebank_demand/train/clean/p226_234.wav,data/voicebank_demand/train/noisy/p226_234.wav
p226_235,train,data/voicebank_demand/train/clean/p226_235.wav,data/voicebank_demand/train/noisy/p226_235.wav
p226_236,train,data/voicebank_demand/train/clean/p226_236.wav,data/voicebank_demand/train/noisy/p226_236.wav
p226_237,train,data/voicebank_demand/train/clean/p226_237.wav,data/voicebank_demand/train/noisy/p226_237.wav
p226_238,train,data/voicebank_demand/train/clean/p226_238.wav,data/voicebank_demand/train/noisy/p226_238.wav
p226_239,train,data/voicebank_demand/train/clean/p226_239.wav,data/voicebank_demand/train/noisy/p226_239.wav
p226_240,train,data/voicebank_demand/train/clean/p226_240.wav,data/voicebank_demand/train/noisy/p226_240.wav
p226_241,train,data/voicebank_demand/train/clean/p226_241.wav,data/voicebank_demand/train/noisy/p226_241.wav
p226_242,train,data/voicebank_demand/train/clean/p226_242.wav,data/voicebank_demand/train/noisy/p226_242.wav
p226_243,train,data/voicebank_demand/train/clean/p226_243.wav,data/voicebank_demand/train/noisy/p226_243.wav
p226_244,train,data/voicebank_demand/train/clean/p226_244.wav,data/voicebank_demand/train/noisy/p226_244.wav
p226_245,train,data/voicebank_demand/train/clean/p226_245.wav,data/voicebank_demand/train/noisy/p226_245.wav
p226_246,train,data/voicebank_demand/train/clean/p226_246.wav,data/voicebank_demand/train/noisy/p226_246.wav
p226_247,train,data/voicebank_demand/train/clean/p226_247.wav,data/voicebank_demand/train/noisy/p226_247.wav
p226_248,train,data/voicebank_demand/train/clean/p226_248.wav,data/voicebank_demand/train/noisy/p226_248.wav
p226_249,train,data/voicebank_demand/train/clean/p226_249.wav,data/voicebank_demand/train/noisy/p226_249.wav
p226_251,train,data/voicebank_demand/train/clean/p226_251.wav,data/voicebank_demand/train/noisy/p226_251.wav
p226_252,train,data/voicebank_demand/train/clean/p226_252.wav,data/voicebank_demand/train/noisy/p226_252.wav
p226_253,train,data/voicebank_demand/train/clean/p226_253.wav,data/voicebank_demand/train/noisy/p226_253.wav
p226_254,train,data/voicebank_demand/train/clean/p226_254.wav,data/voicebank_demand/train/noisy/p226_254.wav
p226_255,train,data/voicebank_demand/train/clean/p226_255.wav,data/voicebank_demand/train/noisy/p226_255.wav
p226_256,train,data/voicebank_demand/train/clean/p226_256.wav,data/voicebank_demand/train/noisy/p226_256.wav
p226_257,train,data/voicebank_demand/train/clean/p226_257.wav,data/voicebank_demand/train/noisy/p226_257.wav
p226_258,train,data/voicebank_demand/train/clean/p226_258.wav,data/voicebank_demand/train/noisy/p226_258.wav
p226_259,train,data/voicebank_demand/train/clean/p226_259.wav,data/voicebank_demand/train/noisy/p226_259.wav
p226_260,train,data/voicebank_demand/train/clean/p226_260.wav,data/voicebank_demand/train/noisy/p226_260.wav
p226_261,train,data/voicebank_demand/train/clean/p226_261.wav,data/voicebank_demand/train/noisy/p226_261.wav
p226_262,train,data/voicebank_demand/train/clean/p226_262.wav,data/voicebank_demand/train/noisy/p226_262.wav
p226_263,train,data/voicebank_demand/train/clean/p226_263.wav,data/voicebank_demand/train/noisy/p226_263.wav
p226_264,train,data/voicebank_demand/train/clean/p226_264.wav,data/voicebank_demand/train/noisy/p226_264.wav
p226_265,train,data/voicebank_demand/train/clean/p226_265.wav,data/voicebank_demand/train/noisy/p226_265.wav
p226_266,train,data/voicebank_demand/train/clean/p226_266.wav,data/voicebank_demand/train/noisy/p226_266.wav
p226_267,train,data/voicebank_demand/train/clean/p226_267.wav,data/voicebank_demand/train/noisy/p226_267.wav
p226_268,train,data/voicebank_demand/train/clean/p226_268.wav,data/voicebank_demand/train/noisy/p226_268.wav
p226_269,train,data/voicebank_demand/train/clean/p226_269.wav,data/voicebank_demand/train/noisy/p226_269.wav
p226_270,train,data/voicebank_demand/train/clean/p226_270.wav,data/voicebank_demand/train/noisy/p226_270.wav
